artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years
Oskar Kokoschka,"Expressionism, Naïve Art (Primitivism)",Expressionism,"{Expressionism:88},{Naïve Art (Primitivism):10}",98,Pöchlarn,1886.0,1980.0,Montreux,male,Austria,"writer, poet, playwright, illustrator, painter","['Vienna', 'England', 'United States of America', 'Prague']",[]
Oswaldo Guayasamin,"Expressionism, Social Realism",Expressionism,"{Expressionism:32},{Social Realism:2}",34,,,,,,,,,
Otto Constantin,"Expressionism, Naïve Art (Primitivism), Neo-Expressionism",Expressionism,"{Expressionism:1},{Naïve Art (Primitivism):3},{Neo-Expressionism:1}",5,Berlin,1883.0,1928.0,,male,Kingdom of Prussia,"administrative lawyer, painter, sculptor",[],[]
Otto Muehl,"Expressionism, Performance Art",Viennese Actionism,"{Expressionism:6},{Performance Art:28}",34,Grodnau,1925.0,2013.0,Moncarapacho,male,Austria,"film director, painter",[],[]
Otto Mueller,Expressionism,Expressionism,{Expressionism:188},188,Lubawka,1874.0,,,male,,"high school teacher, classical philologist",['Berlin'],[]
Ottone Rosai,"Expressionism, Futurism, Neoclassicism",Expressionism,"{Expressionism:29},{Futurism:1},{Neoclassicism:1}",31,Florence,1895.0,1957.0,Ivrea,male,Kingdom of Italy,"graphic artist, painter, writer",[],[]
Patrick Procktor,"Expressionism, Pop Art",Pop Art,"{Expressionism:9},{Pop Art:29}",38,Dublin,1936.0,2003.0,London,male,United Kingdom,"printmaker, painter, illustrator",[],[]
Paul Delvaux,"Expressionism, Metaphysical art, Surrealism",Surrealism,"{Expressionism:15},{Metaphysical art:11},{Surrealism:106}",132,Huy,1897.0,1994.0,Veurne,male,Belgium,"engraver, illustrator, painter, sculptor, graphic artist, muralist, printmaker, drawer, watercolorist",['City of Brussels'],['City of Brussels:1918-1994']
Paul Werner,"Expressionism, Figurative Expressionism",Expressionism,"{Expressionism:1},{Figurative Expressionism:19}",20,Leipzig,1884.0,1953.0,Frankfurt,male,Germany,"politician, journalist, revolutionary, baker","['Berlin', 'Munich', 'Bremen', 'Cottbus', 'Auschwitz', 'Frankfurt']",[]
Paula Modersohn-Becker,"Expressionism, Post-Impressionism",Expressionism,"{Expressionism:95},{Post-Impressionism:7}",102,Dresden,1876.0,1907.0,Worpswede,female,German Empire,"drawer, printmaker, painter, artist",[],[]
Paula Rego,"Expressionism, Surrealism",Expressionism,"{Expressionism:30},{Surrealism:6}",36,Lisbon,1935.0,2022.0,London,female,Portugal,"painter, printmaker",['London'],[]
Periklis Vyzantios,"Expressionism, Impressionism, Post-Impressionism",Impressionism,"{Expressionism:6},{Impressionism:13},{Post-Impressionism:15}",34,Athens,1893.0,1972.0,Athens,male,Greece,painter,[],[]
Petre Abrudan,"Expressionism, Impressionism",Impressionism,"{Expressionism:8},{Impressionism:1}",9,Sutoru,1907.0,1979.0,Cluj-Napoca,male,Romania,"mosaicist, painter",[],[]
Pierre Alechinsky,"Expressionism, Neo-Expressionism, Surrealism, Tachisme, Unknown",Art Informel,"{Expressionism:34},{Neo-Expressionism:90},{Surrealism:39},{Tachisme:55},{Unknown:2}",220,City of Brussels,1927.0,,,male,Belgium,"writer, illustrator, painter, ceramicist, etcher, printmaker, drawer",['Bougival'],[]
Pietro Lazzari,Expressionism,Expressionism,{Expressionism:21},21,Rome,1895.0,1979.0,Rome,male,Kingdom of Italy,"sculptor, painter, historian, librarian",[],[]
Pinchus Kremegne,Expressionism,Expressionism,{Expressionism:12},12,Žaludok,1890.0,1981.0,Céret,male,Russian Empire,"painter, sculptor","['Russia', 'Paris']",['Paris:1912-1912']
Piroska Szanto,"Expressionism, Surrealism",Surrealism,"{Expressionism:11},{Surrealism:26}",37,Kiskunfélegyháza,1913.0,1998.0,Budapest,female,Hungary,"writer, illustrator, painter, graphic artist, textile artist",[],[]
Prudence Heward,Expressionism,Expressionism,{Expressionism:24},24,Montreal,1896.0,1947.0,Los Angeles,female,Canada,singer,[],[]
Ramon Oviedo,"Expressionism, Surrealism",Expressionism,"{Expressionism:23},{Surrealism:18}",41,Santa Cruz de Barahona,1924.0,2015.0,Santo Domingo,male,Dominican Republic,painter,[],[]
Remedios Varo,"Expressionism, Metaphysical art, Surrealism",Surrealism,"{Expressionism:1},{Metaphysical art:8},{Surrealism:103}",112,Anglès,1908.0,1963.0,Mexico City,female,Spain,"painter, sculptor, drawer","['Paris', 'Barcelona', 'Mexico City', 'Madrid']",[]
Roberto Montenegro,"Expressionism, Metaphysical art, Naïve Art (Primitivism), Surrealism, Unknown",Muralism,"{Expressionism:2},{Metaphysical art:1},{Naïve Art (Primitivism):1},{Surrealism:2},{Unknown:3}",9,Guadalajara,1885.0,1968.0,Mexico City,male,Mexico,"lithographer, sculptor, painter, illustrator",[],[]
Rudolf Bér,Expressionism,Expressionism,{Expressionism:17},17,Budapest,1924.0,2004.0,Budapest,male,Hungary,painter,[],[]
Rudolf Láng,"Expressionism, Metaphysical art",Expressionism,"{Expressionism:41},{Metaphysical art:1}",42,Nagyszénás,1904.0,1991.0,Budapest,male,Hungary,"graphic designer, painter, costume designer",[],[]
SM Sultan,"Expressionism, Social Realism",Social Realism,"{Expressionism:7},{Social Realism:1}",8,Narail District,1923.0,1994.0,Jashore District,male,British Raj,painter,[],[]
Sattar Bahlulzade,"Expressionism, Impressionism, Neo-Impressionism, Socialist Realism",Impressionism,"{Expressionism:2},{Impressionism:3},{Neo-Impressionism:33},{Socialist Realism:17}",55,"Əmircan, Baku",1909.0,1974.0,Moscow,male,Azerbaijan Democratic Republic,painter,[],[]
Sidney Nolan,"Expressionism, Surrealism",Surrealism,"{Expressionism:5},{Surrealism:17}",22,Carlton,1917.0,1992.0,London,male,Australia,"illustrator, painter, visual artist",['Great Britain'],['Great Britain:1950-1950']
Sorin Ilfoveanu,"Expressionism, Surrealism",Contemporary,"{Expressionism:2},{Surrealism:15}",17,Câmpulung,1946.0,,,male,Romania,"graphic artist, painter",[],[]
Spyros Papaloukas,"Expressionism, Impressionism, Post-Impressionism",Expressionism,"{Expressionism:32},{Impressionism:2},{Post-Impressionism:18}",52,Desfina,1892.0,1957.0,Athens,male,Greece,"iconographer, painter",[],[]
Tal R,"Expressionism, Fauvism, Outsider art",Outsider art (Art brut),"{Expressionism:3},{Fauvism:3},{Outsider art:14}",20,Tel Aviv,1967.0,,,male,Kingdom of Denmark,"collagist, graphic artist, painter",['Copenhagen'],[]
Teodor Harșia,"Expressionism, Socialist Realism",Expressionism,"{Expressionism:11},{Socialist Realism:1}",12,Filpișu Mare,1914.0,1987.0,,male,,painter,[],[]
Thalia Flora-Karavia,"Expressionism, Impressionism, Unknown",Impressionism,"{Expressionism:8},{Impressionism:15},{Unknown:3}",26,Siatista,1871.0,1960.0,Athens,female,Greece,painter,[],[]
Theophrastos Triantafyllidis,"Expressionism, Impressionism, Post-Impressionism",Impressionism,"{Expressionism:3},{Impressionism:23},{Post-Impressionism:12}",38,İzmir,1881.0,1955.0,Athens,male,Greece,painter,[],[]
Tia Peltz,"Expressionism, Unknown",Expressionism,"{Expressionism:35},{Unknown:1}",36,Bucharest,1923.0,1999.0,Bucharest,female,Romania,painter,[],[]
Tivadar Kosztka Csontvary,"Expressionism, Post-Impressionism, Symbolism, Unknown",Post-Impressionism,"{Expressionism:8},{Post-Impressionism:21},{Symbolism:14},{Unknown:1}",44,Sabinov,1853.0,1919.0,Budapest,male,Hungary,"painter, journalist",[],[]
Tsuguharu Foujita,"Expressionism, Japonism, Magic Realism, Unknown",Expressionism,"{Expressionism:30},{Japonism:1},{Magic Realism:128},{Unknown:2}",161,Tokyo,1886.0,1968.0,Zürich,male,France,"drawer, printmaker, painter, illustrator",[],[]
Varlin,Expressionism,Expressionism,{Expressionism:37},37,Zürich,1900.0,1977.0,Bondo,male,Switzerland,"caricaturist, painter, photographer",[],[]
Vasile Kazar,Expressionism,Expressionism,{Expressionism:38},38,,,1998.0,,male,Romania,"illustrator, graphic artist, drawer",[],[]
Vela Zanetti,"Expressionism, Muralism",Muralism,"{Expressionism:3},{Muralism:25}",28,Milagros,1913.0,1999.0,Burgos,male,Spain,painter,[],[]
Vilho Lampi,Expressionism,Expressionism,{Expressionism:20},20,Oulu,1898.0,1936.0,Rautasilta,male,Finland,painter,[],[]
Vilmos Aba-Novak,Expressionism,Expressionism,{Expressionism:21},21,Budapest,1894.0,1941.0,Budapest,male,Hungary,"painter, printmaker",[],[]
Viorel Marginean,"Expressionism, Naïve Art (Primitivism), Neo-Figurative Art, Post-Impressionism",Contemporary,"{Expressionism:28},{Naïve Art (Primitivism):15},{Neo-Figurative Art:1},{Post-Impressionism:2}",46,,,,,,,,,
Vlady,"Expressionism, Muralism, Surrealism",Expressionism,"{Expressionism:9},{Muralism:1},{Surrealism:9}",19,Saint Petersburg,1920.0,2005.0,Cuernavaca,male,Mexico,"painter, baseball player",[],[]
Vytautas Kasiulis,Expressionism,Expressionism,{Expressionism:9},9,Simnas,1918.0,1995.0,Paris,male,Lithuania,"painter, teacher",[],[]
Walter Gramatté,Expressionism,Expressionism,{Expressionism:68},68,Berlin,1897.0,1929.0,Hamburg,male,Germany,"lithographer, printmaker, graphic artist, painter",[],[]
Wayne Thiebaud,"Expressionism, New Realism, Pop Art",Pop Art,"{Expressionism:8},{New Realism:5},{Pop Art:44}",57,Mesa,1920.0,2021.0,Sacramento,male,United States of America,"illustrator, painter, cartoonist, sculptor, university teacher, muralist, visual artist, printmaker","['Sacramento', 'Los Angeles', 'San Francisco', 'San Jose']",[]
Werner Berg,"Expressionism, Surrealism",Expressionism,"{Expressionism:73},{Surrealism:1}",74,Elberfeld,1904.0,1981.0,Gallizien,male,Germany,painter,['Gallizien'],[]
Werner Peiner,"Expressionism, Neoclassicism, New Medievialism, Unknown",Expressionism,"{Expressionism:12},{Neoclassicism:1},{New Medievialism:9},{Unknown:7}",29,Düsseldorf,1897.0,1984.0,Leichlingen,male,Germany,"painter, university teacher",['Leichlingen'],[]
Will Barnet,"Expressionism, Indian Space painting, Pop Art, Social Realism",Abstract Expressionism,"{Expressionism:8},{Indian Space painting:53},{Pop Art:103},{Social Realism:17}",181,Beverly,1911.0,2012.0,New York City,male,United States of America,"painter, printmaker",['Ethiopia'],[]
Wolf Kahn,"Expressionism, Figurative Expressionism",Expressionism,"{Expressionism:1},{Figurative Expressionism:20}",21,Stuttgart,1927.0,2020.0,,male,United States of America,"photographer, painter, drawer",['New York City'],['New York City:1941-1941']
Xu Beihong,"Expressionism, Ink and wash painting, Post-Impressionism, Realism, Romanticism, Unknown",Republic of China (1912–1949),"{Expressionism:5},{Ink and wash painting:61},{Post-Impressionism:15},{Realism:10},{Romanticism:5},{Unknown:1}",97,Yixing,1895.0,1953.0,Beijing,male,Republic of China,"painter, teacher",[],[]
Xul Solar,"Expressionism, Surrealism, Unknown",Surrealism,"{Expressionism:15},{Surrealism:37},{Unknown:9}",61,San Fernando,1887.0,1963.0,Tigre,male,Argentina,"writer, astrologer, painter, sculptor","['Zoagli', 'Stuttgart', 'Munich', 'Paris', 'Milan', 'Buenos Aires', 'London', 'Florence', 'Turin', 'Kelheim']",[]
Zani Corrado,"Expressionism, Figurative Expressionism",Existential Art,"{Expressionism:10},{Figurative Expressionism:9}",19,Italy,1952.0,,,male,Italy,painter,[],[]
Émilie Charmy,"Expressionism, Fauvism, Post-Impressionism",Post-Impressionism,"{Expressionism:32},{Fauvism:4},{Post-Impressionism:3}",39,Saint-Étienne,1878.0,1974.0,Crosne,female,France,painter,[],[]
Abdul Mati Klarwein,"Fantastic Realism, Magic Realism, Metaphysical art, Photorealism, Surrealism",Magic Realism,"{Fantastic Realism:22},{Magic Realism:49},{Metaphysical art:1},{Photorealism:2},{Surrealism:3}",77,Hamburg,1932.0,2002.0,Deià,male,France,"painter, designer",[],[]
Ernst Fuchs,"Fantastic Realism, Unknown",Surrealism,"{Fantastic Realism:66},{Unknown:1}",67,Kritzendorf,1851.0,1983.0,Heilbronn,male,Germany,"theologian, university teacher","['Tübingen', 'Marburg']",[]
Frank Frazetta,"Fantastic Realism, Fantasy Art, Kitsch",Kitsch,"{Fantastic Realism:2},{Fantasy Art:7},{Kitsch:11}",20,Brooklyn,1928.0,2010.0,Fort Myers,male,United States of America,"cover artist, sculptor, painter, comics artist, illustrator, screenwriter",['United States of America'],[]
H.R. Giger,Fantastic Realism,Surrealism,{Fantastic Realism:13},13,,,,,,,,,
Jahar Dasgupta,"Fantastic Realism, Unknown",Contemporary,"{Fantastic Realism:21},{Unknown:5}",26,Jamshedpur,1942.0,,,male,Dominion of India,painter,[],[]
Paul Wunderlich,"Fantastic Realism, Surrealism",Surrealism,"{Fantastic Realism:22},{Surrealism:18}",40,Eberswalde,1927.0,2010.0,Saint-Pierre-de-Vassols,male,Germany,"illustrator, painter, sculptor, university teacher, graphic artist, printmaker, drawer, lithographer",['Hamburg'],[]
Sorin Dumitrescu,"Fantastic Realism, Surrealism",Neo-Orthodoxism,"{Fantastic Realism:10},{Surrealism:20}",30,Bucharest,1946.0,,,male,Romania,"illustrator, painter, university teacher, graphic artist, visual artist, engineer",[],[]
Valeria Trubina,"Fantastic Realism, Hyper-Realism, Magic Realism, Naïve Art (Primitivism), Neo-Expressionism, Neoclassicism, Transavantgarde",Neo-Expressionism,"{Fantastic Realism:4},{Hyper-Realism:9},{Magic Realism:6},{Naïve Art (Primitivism):12},{Neo-Expressionism:17},{Neoclassicism:2},{Transavantgarde:8}",58,,,,,,,,,
Wojciech Siudmak,Fantastic Realism,Surrealism,{Fantastic Realism:162},162,Wieluń,1942.0,,,male,Poland,painter,['France'],[]
Alan Lee,Fantasy Art,Fantasy Art,{Fantasy Art:15},15,London,1947.0,2015.0,,male,United Kingdom,"visual artist, painter, illustrator, artist, psychiatrist, actor, association football player, cricket writer, jazz guitarist, conductor, politician, statistician, mathematician, botanical collector, park ranger",[],[]
Brian Froud,Fantasy Art,Fantasy Art,{Fantasy Art:12},12,Winchester,1947.0,,,male,United Kingdom,"costume designer, painter, illustrator, voice actor, actor",[],[]
Victo Ngai,"Fantasy Art, Surrealism",Fantasy Art,"{Fantasy Art:11},{Surrealism:1}",12,Guangdong,1988.0,,,female,,illustrator,[],[]
Albert Marquet,"Fauvism, Post-Impressionism, Unknown",Post-Impressionism,"{Fauvism:6},{Post-Impressionism:40},{Unknown:1}",47,Bordeaux,1875.0,1947.0,Paris,male,France,"drawer, painter",[],[]
Alexandru Ciucurencu,"Fauvism, Post-Impressionism, Socialist Realism",Post-Impressionism,"{Fauvism:27},{Post-Impressionism:16},{Socialist Realism:3}",46,Tulcea,1903.0,1977.0,Bucharest,male,Romania,painter,[],[]
Armand Guillaumin,"Fauvism, Impressionism",Impressionism,"{Fauvism:7},{Impressionism:52}",59,Paris,1841.0,2018.0,Potsdam,male,Kingdom of the Netherlands,"writer, poet, painter, violinist, sculptor, ceramicist, printmaker, drawer",['Amsterdam'],[]
Carlos Nadal,Fauvism,Post-Impressionism,{Fauvism:10},10,Paris,1917.0,1998.0,,male,France,painter,[],[]
Emilio Grau Sala,Fauvism,Post-Impressionism,{Fauvism:18},18,Barcelona,1911.0,1975.0,Barcelona,male,Spain,painter,['Paris'],['Paris:1932-1932']
Frances Hodgkins,"Fauvism, Post-Impressionism",Post-Impressionism,"{Fauvism:1},{Post-Impressionism:16}",17,Dunedin,1869.0,1947.0,Dorchester,female,New Zealand,"designer, painter, artist","['Manchester', 'Wellington', 'St Ives', 'London', 'Paris', 'Corfe Castle']",[]
Guan Zilan,"Fauvism, Impressionism, Post-Impressionism",Post-Impressionism,"{Fauvism:2},{Impressionism:1},{Post-Impressionism:9}",12,Shanghai,1903.0,1986.0,,female,,painter,[],[]
Henri Manguin,"Fauvism, Post-Impressionism",Post-Impressionism,"{Fauvism:4},{Post-Impressionism:12}",16,Paris,1874.0,1949.0,Gassin,male,France,"drawer, printmaker, painter",[],[]
Ilya Mashkov,"Fauvism, Impressionism, Post-Impressionism, Realism, Socialist Realism, Unknown",Post-Impressionism,"{Fauvism:56},{Impressionism:37},{Post-Impressionism:79},{Realism:39},{Socialist Realism:6},{Unknown:2}",219,Mikhaylovskaya,1881.0,1944.0,Moscow,male,Russian Empire,"teacher, illustrator, painter","['Moscow', 'Saint Petersburg', 'Mikhaylovskaya']",[]
John Duncan Fergusson,Fauvism,Post-Impressionism,{Fauvism:19},19,Leith,1874.0,1961.0,Glasgow,male,United Kingdom,"visual artist, sculptor, painter",[],[]
Louis Valtat,Fauvism,Post-Impressionism,{Fauvism:26},26,Dieppe,1869.0,1952.0,Paris,male,France,"engraver, painter, drawer",['Amsterdam'],['Amsterdam:1934-1938']
Minas Avetisyan,"Fauvism, Post-Impressionism",Post-Impressionism,"{Fauvism:16},{Post-Impressionism:5}",21,Jajur,1928.0,1975.0,Yerevan,male,Soviet Union,painter,[],[]
Nadezda Petrovic,"Fauvism, Post-Impressionism",Impressionism,"{Fauvism:5},{Post-Impressionism:22}",27,Čačak,1873.0,1915.0,Valjevo,female,Kingdom of Serbia,"painter, visual artist, art critic",[],[]
Othon Friesz,"Fauvism, Impressionism, Post-Impressionism, Unknown",Post-Impressionism,"{Fauvism:11},{Impressionism:6},{Post-Impressionism:4},{Unknown:1}",22,Le Havre,1879.0,1949.0,Paris,male,France,"painter, teacher",[],[]
Rik Wouters,"Fauvism, Post-Impressionism",Post-Impressionism,"{Fauvism:23},{Post-Impressionism:2}",25,Mechelen,1882.0,1916.0,Amsterdam,male,Belgium,"graphic artist, sculptor, painter",[],[]
Ana Mendieta,"Feminist Art, Performance Art",Performance Art,"{Feminist Art:13},{Performance Art:2}",15,Havana,1948.0,1985.0,New York City,female,Cuba,"photographer, artist, painter, sculptor, athlete, visual artist, performance artist, video artist, land artist",['New York City'],[]
Boushra Yahya Almutawakel,Feminist Art,Feminist Art,{Feminist Art:13},13,Sanaa,1969.0,,,female,Yemen,photographer,[],[]
Cindy Sherman,"Feminist Art, Unknown",Feminist Art,"{Feminist Art:130},{Unknown:1}",131,Glen Ridge,1954.0,,,female,United States of America,"photographer, film director, director, women's rights activist","['Paris', 'United States of America']",['Paris:2015-2015']
Faith Ringgold,"Feminist Art, Neo-Pop Art, P&D (Pattern and Decoration), Postcolonial art",Harlem Renaissance (New Negro Movement),"{Feminist Art:4},{Neo-Pop Art:1},{P&D (Pattern and Decoration):1},{Postcolonial art:14}",20,New York City,1930.0,,,female,United States of America,"artist, illustrator, painter, sculptor, visual artist, textile artist, performance artist, quiltmaker","['Nigeria', 'San Diego', 'New York City', 'Ghana']",[]
Harmonia Rosales,"Feminist Art, Postcolonial art",Feminist Art,"{Feminist Art:13},{Postcolonial art:13}",26,Chicago,1984.0,,,female,,artist,[],[]
Kara Walker,Feminist Art,Feminist Art,{Feminist Art:12},12,Stockton,1969.0,,,female,United States of America,"photographer, artist, illustrator, painter, sculptor, filmmaker, graphic artist, visual artist, performance artist, printmaker, architectural draftsperson, installation artist, video artist","['New York City', 'Providence']",['New York City:2007-2007']
Katrien De Blauwer,Feminist Art,Feminist Art,{Feminist Art:26},26,,,,,,,,,
Kiki Smith,"Feminist Art, Unknown",Feminist Art,"{Feminist Art:42},{Unknown:4}",46,Germany,1954.0,,,female,United States of America,"architectural draftsperson, printmaker, performance artist, visual artist, graphic artist, sculptor, cartoonist, painter, illustrator, artist, photographer",['New York City'],[]
Linder,Feminist Art,Feminist Art,{Feminist Art:14},14,,2006.0,,,,,painter,[],[]
May Wilson,"Feminist Art, Mail Art, Neo-Dada, Pop Art",Feminist Art,"{Feminist Art:10},{Mail Art:5},{Neo-Dada:3},{Pop Art:6}",24,,,1986.0,,female,United States of America,artist,[],[]
Nalini Malani,"Feminist Art, Neo-Expressionism, Op Art, Postcolonial art",Feminist Art,"{Feminist Art:2},{Neo-Expressionism:2},{Op Art:1},{Postcolonial art:10}",15,Karachi,1946.0,,,female,India,"artist, painter, printmaker, video artist",['Bombay State'],[]
Pushpamala N,"Feminist Art, Postcolonial art",Feminist Art,"{Feminist Art:2},{Postcolonial art:19}",21,Bangalore,1956.0,,,female,India,"photographer, painter",[],[]
Senga Nengudi,"Feminist Art, Performance Art, Post-Minimalism, Postcolonial art",Performance Art,"{Feminist Art:6},{Performance Art:1},{Post-Minimalism:4},{Postcolonial art:1}",12,Chicago,1943.0,,,female,United States of America,"performance artist, sculptor, curator",[],[]
Shirin Neshat,Feminist Art,Feminist Art,{Feminist Art:16},16,Qazvin,1957.0,,,female,Iran,"video installation artist, opera director, video artist, documentarian, film director, filmmaker, painter, photographer, screenwriter","['Los Angeles', 'New York City', 'Morocco', 'Berkeley']",[]
Wangechi Mutu,Feminist Art,Feminist Art,{Feminist Art:10},10,Nairobi,1972.0,,,female,United States of America,"painter, sculptor, visual artist, drawer, installation artist, collagist","['New Haven', 'Brooklyn']",['Brooklyn:2007-2007']
Barbara Chase-Riboud,"Fiber art, Post-Minimalism, Postcolonial art",Fiber Art,"{Fiber art:2},{Post-Minimalism:9},{Postcolonial art:3}",14,Philadelphia,1939.0,,,female,France,"drawer, novelist, art historian, sculptor, painter, artist, poet, writer",[],[]
Carles Delclaux Is,"Fiber art, Unknown",Fiber Art,"{Fiber art:16},{Unknown:1}",17,Philadelphia,1818.0,1867.0,New York City,male,United States of America,painter,[],[]
Carmen Delaco,"Figurative Expressionism, Neo-Figurative Art",Neo-Figurative Art,"{Figurative Expressionism:30},{Neo-Figurative Art:8}",38,,,,,female,Spain,"photographer, painter",[],[]
Michael Hafftka,Figurative Expressionism,Expressionism,{Figurative Expressionism:11},11,New York City,1953.0,,,male,United States of America,"printmaker, painter",[],[]
Nabil Kanso,"Figurative Expressionism, Neo-Expressionism",Neo-Expressionism,"{Figurative Expressionism:1},{Neo-Expressionism:8}",9,Beirut,1946.0,2019.0,Atlanta,male,United States of America,painter,[],[]
Paolo Salvati,Figurative Expressionism,Neo-Expressionism,{Figurative Expressionism:17},17,Rome,1939.0,2014.0,Rome,male,Kingdom of Italy,painter,"['Alatri', 'Anticoli Corrado', 'Rome', 'Paris', 'Naples', 'Paulilatino', 'Bosa', 'Oristano', 'Porto Ercole']",[]
"Robert De Niro, Sr.",Figurative Expressionism,Abstract Expressionism,{Figurative Expressionism:15},15,,,,,,,,,
Sliman Mansour,Figurative Expressionism,Contemporary,{Figurative Expressionism:17},17,Birzeit,1947.0,,,male,State of Palestine,"painter, writer",[],[]
Yulia Mamontova,Figurative Expressionism,Contemporary,{Figurative Expressionism:13},13,,,,,female,,researcher,[],[]
Benedetta Cappa,Futurism,Futurism,{Futurism:16},16,Rome,1897.0,1977.0,Venice,female,Kingdom of Italy,"painter, writer",[],[]
Joseph Stella,"Futurism, Precisionism, Unknown",Futurism,"{Futurism:19},{Precisionism:15},{Unknown:1}",35,Muro Lucano,1877.0,1946.0,New York City,male,United States of America,"painter, architectural draftsperson, drawer, collagist",['New York City'],[]
Victor Palmov,"Futurism, Naïve Art (Primitivism), Socialist Realism",Avant-garde,"{Futurism:5},{Naïve Art (Primitivism):15},{Socialist Realism:1}",21,Samara,1888.0,1929.0,Kyiv,male,Russian Empire,painter,[],[]
Emperor Huizong,Gongbi,Northern Song Dynasty (960–1126),{Gongbi:10},10,Kaifeng,1061.0,1135.0,,male,Song dynasty,"poet, musician, painter, ruler, calligrapher",['Kaifeng'],[]
Qiu Ying,Gongbi,Ming Dynasty (1368–1644),{Gongbi:25},25,Taicang,1494.0,1552.0,Suzhou,male,Ming dynasty,painter,[],[]
Bartolome Bermejo,"Gothic, Unknown",Gothic Art,"{Gothic:12},{Unknown:1}",13,Córdoba,1440.0,1500.0,Barcelona,male,Kingdom of Castile,"painter, visual artist",['Barcelona'],[]
Limbourg brothers,"Gothic, International Gothic",Gothic Art,"{Gothic:1},{International Gothic:149}",150, Nijmegen,1385.0,,Bourges,,,,"['Paris', 'Bourges']",[]
Master Francke,Gothic,Gothic Art,{Gothic:20},20,Lower Rhine,1380.0,1435.0,Hamburg,male,Germany,painter,['Hamburg'],[]
Charles Hinman,"Hard Edge Painting, Op Art",Post-Painterly Abstraction,"{Hard Edge Painting:3},{Op Art:12}",15,Syracuse,1932.0,,,male,United States of America,"painter, sculptor, printmaker",['New York City'],[]
Gunther Gerzso,"Hard Edge Painting, Surrealism",Abstract Art,"{Hard Edge Painting:26},{Surrealism:11}",37,Mexico City,1915.0,2000.0,Mexico City,male,Mexico,"designer, director, costume designer, painter, screenwriter",[],[]
Jean-Paul Jerome,Hard Edge Painting,Post-Painterly Abstraction,{Hard Edge Painting:20},20,Montreal,1928.0,2004.0,Montreal,male,Canada,"painter, drawer",[],[]
Leon Polk Smith,"Hard Edge Painting, Neoplasticism",Post-Painterly Abstraction,"{Hard Edge Painting:15},{Neoplasticism:2}",17,Grady County,1906.0,1996.0,New York City,male,United States of America,"drawer, painter",[],[]
Robert Indiana,"Hard Edge Painting, Neo-Dada, Pop Art",Pop Art,"{Hard Edge Painting:2},{Neo-Dada:6},{Pop Art:27}",35,New Castle,1928.0,2018.0,Vinalhaven,male,United States of America,"printmaker, designer, scenographer, jewelry designer, postage stamp designer, graphic artist, costume designer, sculptor, painter, artist","['Skowhegan', 'Chicago', 'New York City', 'Edinburgh', 'Utica']",['New York City:1956-1956']
Roberto Aizenberg,"Hard Edge Painting, Metaphysical art, Surrealism",Surrealism,"{Hard Edge Painting:7},{Metaphysical art:11},{Surrealism:12}",30,"Federal, Entre Ríos",1928.0,1998.0,Buenos Aires,male,Argentina,"drawer, sculptor, painter",[],[]
Stefan Sevastre,Hard Edge Painting,Abstract Expressionism,{Hard Edge Painting:25},25,,,,,,,,,
Ward Jackson,"Hard Edge Painting, Op Art",Post-Painterly Abstraction,"{Hard Edge Painting:8},{Op Art:2}",10,,,2004.0,,male,United States of America,"printmaker, painter",[],[]
Andrea Solario,High Renaissance,High Renaissance,{High Renaissance:19},19,Milan,1460.0,1524.0,Milan,male,Switzerland,painter,['Château de Gaillon'],['Château de Gaillon:1507-1509']
Andrea del Sarto,"High Renaissance, Mannerism (Late Renaissance), Unknown",High Renaissance,"{High Renaissance:52},{Mannerism (Late Renaissance):10},{Unknown:4}",66,Florence,1486.0,1530.0,Florence,male,Republic of Florence,"painter, drawer",['Florence'],[]
Bartolomeo Veneto,High Renaissance,High Renaissance,{High Renaissance:32},32,Northern Italy,7725.0,1555.0,Turin,male,,painter,['Venice'],[]
Bernardino Luini,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:28},{Unknown:1}",29,Dumenza,1480.0,1532.0,Lugano,male,Italy,painter,['Northern Italy'],[]
Cima da Conegliano,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:27},{Unknown:2}",29,Conegliano,1459.0,1517.0,Conegliano,male,Republic of Venice,painter,"['Vicenza', 'Venice', 'Conegliano']",[]
Correggio,"High Renaissance, Mannerism (Late Renaissance), Unknown",High Renaissance,"{High Renaissance:37},{Mannerism (Late Renaissance):55},{Unknown:8}",100,Correggio,1489.0,1534.0,Correggio,male,Signoria di Correggio,"painter, drawer, fresco painter","['Rome', 'Correggio', 'Parma', 'Mantua', 'Modena', 'Albinea']",[]
Defendente Ferrari,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:16},{Unknown:1}",17,Chivasso,1490.0,1540.0,Turin,male,,painter,[],[]
Domenico Beccafumi,"High Renaissance, Mannerism (Late Renaissance)",High Renaissance,"{High Renaissance:27},{Mannerism (Late Renaissance):60}",87,Castelnuovo Berardenga,1484.0,1551.0,Siena,male,Italy,"engraver, painter, sculptor, xylographer, graphic artist, miniature painter",['Italy'],[]
Donato Bramante,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:20},{Unknown:3}",23,Fermignano,1444.0,1514.0,Rome,male,,"engineer, architect, painter",[],[]
