style,artist,movement,count
Neo-Expressionism,Pierre Alechinsky,Art Informel,90
Neo-Expressionism,Rainer Fetting,Neo-Expressionism,10
Neo-Expressionism,René Marcil,Abstract Art,10
Neo-Expressionism,Richard Spare,Contemporary,20
Neo-Expressionism,Roger Raveel,Pop Art,16
Neo-Expressionism,Roland Petersen,Neo-Expressionism,8
Neo-Expressionism,Romare Bearden,Harlem Renaissance (New Negro Movement),8
Neo-Expressionism,Russ Warren,Neo-Expressionism,9
Neo-Expressionism,Sa Nogueira,Modernismo,2
Neo-Expressionism,Samira Eskandarfar,Neo-Figurative Art,1
Neo-Expressionism,Samuel Buri,Pop Art,8
Neo-Expressionism,Sidney Amaral,Neo-Expressionism,6
Neo-Expressionism,Sohrab Sepehri,Neo-Expressionism,21
Neo-Expressionism,Sun Mu,Socialist Realism,1
Neo-Expressionism,Susan Rothenberg,New Image Painting,15
Neo-Expressionism,Thiago Boecan,Abstract Art,19
Neo-Expressionism,Tony Scherman,Neo-Expressionism,11
Neo-Expressionism,Valeria Trubina,Neo-Expressionism,17
Neo-Expressionism,Vasan Sitthiket,Neo-Expressionism,11
Neo-Expressionism,Vasiliy Ryabchenko,Expressionism,15
Neo-Expressionism,Vlada Ralko,Neo-Expressionism,40
Neo-Expressionism,Volodymyr Loboda,Soviet Nonconformist Art,6
Neo-Expressionism,Wanda Koop,Contemporary,2
Neo-Expressionism,Wilhelm Sasnal,New European Painting,2
Neo-Expressionism,Wojciech Fangor,Socialist Realism,1
Neo-Expressionism,Zoe Lerman,Soviet Nonconformist Art,5
Neo-Figurative Art,Alfred Freddy Krupa,New Ink Art,46
Neo-Figurative Art,Antonio Povedano,Neo-Figurative Art,11
Neo-Figurative Art,Benjamin Canas,Neo-Figurative Art,10
Neo-Figurative Art,Brett Whiteley,Neo-Expressionism,6
Neo-Figurative Art,Carmen Delaco,Neo-Figurative Art,8
Neo-Figurative Art,David Michael Hinnebusch,Neo-Expressionism,40
Neo-Figurative Art,Enrique Grau,Neo-Figurative Art,15
Neo-Figurative Art,Fernando Botero,Neo-Figurative Art,14
Neo-Figurative Art,George Tooker,Social Realism,1
Neo-Figurative Art,Jarik Jongman,Neo-Figurative Art,13
Neo-Figurative Art,Joan Tuset,Neo-Figurative Art,49
Neo-Figurative Art,José Luis Cuevas,Neo-Figurative Art,14
Neo-Figurative Art,Sami Gattoufi,Existential Art,11
Neo-Figurative Art,Samira Eskandarfar,Neo-Figurative Art,1
Neo-Figurative Art,Thiago Boecan,Abstract Art,3
Neo-Figurative Art,Viorel Marginean,Contemporary,1
Neo-Geo,Inigo Manglano-Ovalle,Post-Minimalism,3
Neo-Geo,John Armleder,Neo-Dada,5
Neo-Geo,Rafal Bujnowski,New European Painting,2
Neo-Geo,Sean Scully,Post-Minimalism,6
Neo-Impressionism,Albert Dubois-Pillet,Neo-Impressionism,19
Neo-Impressionism,Alfred Freddy Krupa,New Ink Art,1
Neo-Impressionism,Alfred William Finch,Neo-Impressionism,5
Neo-Impressionism,Allan Randall Freelon,Harlem Renaissance (New Negro Movement),9
Neo-Impressionism,Andre Derain,Post-Impressionism,18
Neo-Impressionism,Camille Pissarro,Impressionism,40
Neo-Impressionism,Carlos Almaraz,Neo-Expressionism,1
Neo-Impressionism,Charles Angrand,Neo-Impressionism,11
Neo-Impressionism,Ernst Ludwig Kirchner,Expressionism,1
Neo-Impressionism,Ferdinand du Puigaudeau,Symbolism,31
Neo-Impressionism,Georges Lemmen,Neo-Impressionism,13
Neo-Impressionism,Georges Seurat,Neo-Impressionism,92
Neo-Impressionism,Giovanni Segantini,Symbolism,24
Neo-Impressionism,Henri Matisse,Impressionism,11
Neo-Impressionism,Henri-Edmond Cross,Neo-Impressionism,111
Neo-Impressionism,Henry van de Velde,Neo-Impressionism,5
Neo-Impressionism,Hippolyte Petitjean,Neo-Impressionism,8
Neo-Impressionism,Jan Toorop,Symbolism,12
Neo-Impressionism,Jean Metzinger,Cubism,29
Neo-Impressionism,Karl Schmidt-Rottluff,Expressionism,4
Neo-Impressionism,Louis Hayet,Neo-Impressionism,13
Neo-Impressionism,Lucien Pissarro,Impressionism,19
Neo-Impressionism,Léo Gausson,Neo-Impressionism,17
Neo-Impressionism,Magnus Enckell,Symbolism,1
Neo-Impressionism,Maurice de Vlaminck,Post-Impressionism,14
Neo-Impressionism,Maximilien Luce,Neo-Impressionism,134
Neo-Impressionism,Paul Signac,Neo-Impressionism,93
Neo-Impressionism,Piet Mondrian,Neo-Impressionism,5
Neo-Impressionism,Sattar Bahlulzade,Impressionism,33
Neo-Impressionism,Theo van Rysselberghe,Neo-Impressionism,112
Neo-Impressionism,Vincent van Gogh,Post-Impressionism,83
Neo-Impressionism,Willy Schlobach,Neo-Impressionism,8
Neo-Impressionism,Xavier Mellery,Symbolism,7
Neo-Minimalism,Alfred Freddy Krupa,New Ink Art,27
Neo-Minimalism,Alfredo Jaar,Conceptual Art,2
Neo-Minimalism,Angela Bulloch,Relational Art,10
Neo-Minimalism,Ayse Erkmen,Conceptual Art,1
Neo-Minimalism,Ellen Gallagher,Contemporary,7
Neo-Minimalism,Gaylen Gerber,Conceptual Art,10
Neo-Minimalism,JCJ Vanderheyden,Post-Painterly Abstraction,1
Neo-Minimalism,Leo Villareal,Light and Space,5
Neo-Minimalism,Lorenzo Belenguer,Conceptual Art,2
Neo-Minimalism,Olafur Eliasson,Light and Space,3
Neo-Minimalism,Rafal Bujnowski,New European Painting,1
Neo-Minimalism,Regine Schumann,Light and Space,1
Neo-Minimalism,Sean Scully,Post-Minimalism,15
Neo-Orthodoxism,Silviu Oravitzan,Neo-Orthodoxism,21
Neo-Pop Art,Albrecht Behmel,Neo-Pop Art,16
Neo-Pop Art,Alfio Giuffrida,Minimalism,32
Neo-Pop Art,Alfred Freddy Krupa,New Ink Art,2
Neo-Pop Art,Anthony Sims,Contemporary,5
Neo-Pop Art,Arsen Savadov,Conceptual Art,16
Neo-Pop Art,Ashley Bickerton,Neo-Pop Art,15
Neo-Pop Art,Aydin Aghdashloo,Neo-Expressionism,5
Neo-Pop Art,Babak-Matveev,Neo-Pop Art,62
Neo-Pop Art,Bahman Mohasses,Expressionism,6
Neo-Pop Art,Beatriz Milhazes,Contemporary,1
Neo-Pop Art,Bill Woodrow,Neo-Pop Art,13
Neo-Pop Art,Damien Hirst,Conceptual Art,11
Neo-Pop Art,Dumitru Gorzo,Neo-Pop Art,9
Neo-Pop Art,Ellen Gallagher,Contemporary,2
Neo-Pop Art,Faith Ringgold,Harlem Renaissance (New Negro Movement),1
Neo-Pop Art,Florin Ciulache,Neo-Pop Art,27
Neo-Pop Art,Gary Hume,Neo-Pop Art,19
Neo-Pop Art,Ilya Isupov,Outsider art (Art brut),2
Neo-Pop Art,Jeff Koons,Neo-Pop Art,25
Neo-Pop Art,John Armleder,Neo-Dada,4
Neo-Pop Art,Julian Opie,Neo-Pop Art,13
Neo-Pop Art,Laolu Senbanjo,Neo-Pop Art,16
Neo-Pop Art,Malte Sonnenfeld,Neo-Pop Art,22
Neo-Pop Art,Matthias Laurenz Gräff,Expressionism,7
Neo-Pop Art,Matthias Weischer,New European Painting,9
Neo-Pop Art,Michel Majerus,Neo-Expressionism,10
Neo-Pop Art,Neo Rauch,Social Realism,8
Neo-Pop Art,Noma Bar,Neo-Pop Art,27
Neo-Pop Art,Nyoman Masriadi,Neo-Expressionism,17
Neo-Pop Art,Oleg Holosiy,Neo-Expressionism,11
Neo-Pop Art,Oleksandr Hnylyzkyj,Transavantgarde,16
Neo-Pop Art,Rah Crawford,Neo-Pop Art,14
Neo-Pop Art,Romero Britto,Neo-Pop Art,36
Neo-Pop Art,Russ Warren,Neo-Expressionism,6
Neo-Pop Art,Samira Eskandarfar,Neo-Figurative Art,3
Neo-Pop Art,Takashi Murakami,Neo-Pop Art,16
Neo-Pop Art,Wang Guangyi,Neo-Pop Art,19
Neo-Rococo,Franz Xaver Winterhalter,Neoclassicism,100
Neo-Rococo,Gilbert Stuart,Rococo,1
Neo-Romanticism,Basuki Abdullah,Realism,1
Neo-Romanticism,Edwin Dickinson,Expressionism,11
Neo-Romanticism,Ethel Léontine Gabain,Neo-Romanticism,45
Neo-Romanticism,Graham Bell,Neo-Romanticism,10
Neo-Romanticism,Graham Sutherland,Surrealism,38
Neo-Romanticism,Harald Sohlberg,Neo-Romanticism,20
Neo-Romanticism,Henry Moore,Abstract Art,7
Neo-Romanticism,Konstantin Vasilyev,Symbolism,1
Neo-Romanticism,Leonor Fini,Surrealism,2
Neo-Romanticism,Oda Krohg,Neo-Romanticism,15
Neo-Romanticism,Richard Eurich,Neo-Romanticism,30
Neo-Romanticism,Stanisław Wyspiański,Symbolism,1
Neo-Romanticism,Stanley Spencer,Neo-Romanticism,273
Neo-Romanticism,Theodor Severin Kittelsen,Neo-Romanticism,255
Neo-Romanticism,Walter Crane,Arts and Crafts,96
Neo-Suprematism,Kazimir Malevich,Abstract Art,54
Neo-baroque,Arsen Savadov,Conceptual Art,3
Neo-baroque,Dana Levin,Classical Realism,3
Neo-baroque,Dmytro Kavsan,Outsider art (Art brut),10
Neo-baroque,Giorgio de Chirico,Metaphysical art,100
Neo-baroque,Kazimir Malevich,Abstract Art,1
Neo-baroque,Odd Nerdrum,Kitsch,90
Neo-baroque,Oleksandr Hnylyzkyj,Transavantgarde,2
Neo-baroque,Reuben Nakian,Expressionism,1
Neo-baroque,Vasiliy Ryabchenko,Expressionism,2
Neo-baroque,Yiannis Tsaroychis,Realism,13
Neoclassicism,Abraham van Strij,Neoclassicism,38
Neoclassicism,Alexandre Jacovleff,Neoclassicism,12
Neoclassicism,Andre Derain,Post-Impressionism,33
Neoclassicism,André Lhote,Cubism,2
Neoclassicism,Angelica Kauffman,Rococo,50
Neoclassicism,Anne-Louis Girodet,Romanticism,1
Neoclassicism,Antoine-Jean Gros,Neoclassicism,21
Neoclassicism,Anton Raphael Mengs,Baroque,62
Neoclassicism,Antonio Canova,Neoclassicism,21
Neoclassicism,Antonio Donghi,Neoclassicism,4
Neoclassicism,Arno Breker,Neoclassicism,15
Neoclassicism,Barbara Krafft,Neoclassicism,16
Neoclassicism,Bartolomeo Pinelli,Romanticism,1
Neoclassicism,Benjamin West,Rococo,46
Neoclassicism,Boris Grigoriev,Expressionism,4
Neoclassicism,Camille Corot,Realism,9
Neoclassicism,Carle Vernet,Neoclassicism,131
Neoclassicism,Carlo Carra,Futurism,16
Neoclassicism,Carlos Quizpez Asín,Cubism,1
Neoclassicism,Charles Despiau,Neoclassicism,15
Neoclassicism,Charles Gleyre,Romanticism,1
Neoclassicism,Charles Willson Peale,Rococo,1
Neoclassicism,Christian August Lorentzen,Neoclassicism,13
Neoclassicism,Christoffer Wilhelm Eckersberg,Neoclassicism,25
Neoclassicism,Claude-Joseph Vernet,Neoclassicism,45
Neoclassicism,David Allan,Romanticism,2
Neoclassicism,Diego Rivera,Social Realism,1
Neoclassicism,Dmitri Zhilinsky,Socialist Realism,7
Neoclassicism,Dmitry Levitzky,Rococo,8
Neoclassicism,Domingos Sequeira,Neoclassicism,11
Neoclassicism,Edgar Degas,Realism,1
Neoclassicism,Edmonia Lewis,Neoclassicism,14
Neoclassicism,Evelyn De Morgan,Romanticism,1
Neoclassicism,Ferdinand Georg Waldmüller,Romanticism,3
Neoclassicism,Francisco Bayeu y Subias,Rococo,8
Neoclassicism,Francisco Goya,Romanticism,1
Neoclassicism,Franz Xaver Winterhalter,Neoclassicism,59
Neoclassicism,François Gérard,Neoclassicism,47
Neoclassicism,Fyodor Alekseyev,Neoclassicism,50
Neoclassicism,Gavin Hamilton,Neoclassicism,19
Neoclassicism,George Dawe,Neoclassicism,272
Neoclassicism,Georges Seurat,Neo-Impressionism,2
Neoclassicism,Georgi Mashev,Realism,1
Neoclassicism,Gheorghe Tattarescu,Neoclassicism,13
Neoclassicism,Giacomo Quarenghi,Neoclassicism,11
Neoclassicism,Gino Severini,Cubism,4
Neoclassicism,Giovanni Battista Piranesi,Baroque,1352
Neoclassicism,Gustav Klimt,Symbolism,3
Neoclassicism,Jacob van Strij,Neoclassicism,43
Neoclassicism,Jacques-Louis David,Neoclassicism,78
Neoclassicism,James Barry,Neoclassicism,13
Neoclassicism,Jean Auguste Dominique Ingres,Neoclassicism,270
Neoclassicism,Jean Lecomte du Nouÿ,Romanticism,2
Neoclassicism,Jean Metzinger,Cubism,13
Neoclassicism,Jean-Antoine Houdon,Neoclassicism,19
Neoclassicism,Jean-Baptiste Pigalle,Rococo,2
Neoclassicism,Jean-Joseph-Xavier Bidauld,Neoclassicism,44
Neoclassicism,John Flaxman,Neoclassicism,135
Neoclassicism,John Gibson,Neoclassicism,33
Neoclassicism,John Lewis Krimmel,Neoclassicism,1
Neoclassicism,John Simpson,Neoclassicism,9
Neoclassicism,John Singer Sargent,Realism,12
Neoclassicism,John Singleton Copley,Neoclassicism,152
Neoclassicism,John Trumbull,Neoclassicism,10
Neoclassicism,John William Godward,Neoclassicism,133
Neoclassicism,Joseph Anton Koch,Neoclassicism,67
Neoclassicism,Joseph Ducreux,Rococo,1
Neoclassicism,Joseph Duplessis,Rococo,19
Neoclassicism,Joseph Kreutzinger,Neoclassicism,30
Neoclassicism,Joseph Wright,Neoclassicism,8
Neoclassicism,Joseph-Marie Vien,Rococo,31
Neoclassicism,Joshua Reynolds,Rococo,8
Neoclassicism,Jérôme-Martin Langlois,Neoclassicism,9
Neoclassicism,Karl Bryullov,Neoclassicism,15
Neoclassicism,Kazimir Malevich,Abstract Art,8
Neoclassicism,Louis Léopold Robert,Neoclassicism,17
Neoclassicism,Mariano Benlliure,Neoclassicism,7
Neoclassicism,Marie-Denise Villers,Neoclassicism,5
Neoclassicism,Marie-Gabrielle Capet,Neoclassicism,17
Neoclassicism,Marie-Guillemine Benoist,Neoclassicism,22
Neoclassicism,Mario Sironi,Futurism,7
Neoclassicism,Menez,Magic Realism,3
Neoclassicism,Mikhail Shibanov,Neoclassicism,7
Neoclassicism,Nicolas Antoine Taunay,Neoclassicism,48
Neoclassicism,Ottone Rosai,Expressionism,1
Neoclassicism,Pablo Picasso,Post-Impressionism,74
Neoclassicism,Pierre-Henri de Valenciennes,Neoclassicism,33
Neoclassicism,Pierre-Narcisse Guerin,Neoclassicism,49
Neoclassicism,Pierre-Paul Prud'hon,Neoclassicism,65
Neoclassicism,Pieter Claesz,Baroque,10
Neoclassicism,Pieter van Hanselaere,Neoclassicism,8
Neoclassicism,Pompeo Batoni,Rococo,106
Neoclassicism,Rembrandt Peale,Neoclassicism,85
Neoclassicism,Salvador Dali,Surrealism,7
Neoclassicism,Simplício Rodrigues de Sá,Neoclassicism,10
Neoclassicism,Sophie Gengembre Anderson,Neoclassicism,8
Neoclassicism,Sylvester Shchedrin,Neoclassicism,8
Neoclassicism,Theodore Chasseriau,Romanticism,5
Neoclassicism,Valeria Trubina,Neo-Expressionism,2
Neoclassicism,Vieira Portuense,Rococo,9
Neoclassicism,Vincenzo Camuccini,Neoclassicism,14
Neoclassicism,Vladimir Borovikovsky,Rococo,10
Neoclassicism,Werner Peiner,Expressionism,1
Neoclassicism,William Hamilton,Neoclassicism,42
Neoclassicism,William Hogarth,Rococo,3
Neoclassicism,William-Adolphe Bouguereau,Neoclassicism,20
Neoclassicism,Yannoulis Chalepas,Neoclassicism,19
Neoplasticism,Bart van der Leck,Abstract Art,17
Neoplasticism,Cesar Domela,Abstract Art,5
Neoplasticism,Fritz Glarner,Abstract Art,14
Neoplasticism,Félix Del Marle,Abstract Art,8
Neoplasticism,Georges Vantongerloo,Abstract Art,17
Neoplasticism,Jean Helion,Abstract Art,1
Neoplasticism,John McLaughlin,Minimalism,1
Neoplasticism,José Pedro Costigliolo,Cubism,2
Neoplasticism,Leon Polk Smith,Post-Painterly Abstraction,2
Neoplasticism,Piet Mondrian,Neo-Impressionism,32
Neoplasticism,René Marcil,Abstract Art,5
Neoplasticism,Theo van Doesburg,Abstract Art,74
New Casualism,Gary Wragg,Abstract Art,2
New Casualism,Ilse D'Hollander,Abstract Expressionism,4
New European Painting,Albert Oehlen,New European Painting,11
New European Painting,Alfred Freddy Krupa,New Ink Art,44
New European Painting,Anselm Kiefer,Neo-Expressionism,19
New European Painting,Bracha L. Ettinger,New European Painting,21
New European Painting,Daniel Sambo-Richter,New European Painting,49
New European Painting,Gerhard Richter,Abstract Art,83
New European Painting,Luc Tuymans,New European Painting,87
New European Painting,Nemanja Vučković,Abstract Art,8
New European Painting,Rosemarie Trockel,Feminist Art,10
New European Painting,Sigmar Polke,New European Painting,41
New European Painting,Wilhelm Sasnal,New European Painting,5
New Ink Painting,Alfred Freddy Krupa,New Ink Art,32
New Ink Painting,Li Chevalier,Symbolism,4
New Medievialism,Konstantin Vasilyev,Symbolism,2
New Medievialism,Werner Peiner,Expressionism,9
New Realism,Alfred Freddy Krupa,New Ink Art,24
New Realism,Carlos Alonso,Social Realism,7
New Realism,Charles E. Burchfield,Regionalism,16
New Realism,Charles Sheeler,Precisionism,2
New Realism,Cricorps,Impressionism,1
New Realism,Haddon Sundblom,Regionalism,7
New Realism,Hubertine Heijermans,Contemporary Realism,4
New Realism,Michael Bell,Surrealism,9
New Realism,Richard Diebenkorn,Abstract Expressionism,1
New Realism,Wayne Thiebaud,Pop Art,5
New Realism,William James Glackens,Impressionism,29
New Realism,Yiannis Tsaroychis,Realism,17
New media art,Stepan Ryabchenko,New media art,1
Northern Renaissance,Adam van Noort,Baroque,6
Northern Renaissance,Albrecht Altdorfer,Northern Renaissance,81
Northern Renaissance,Albrecht Durer,Northern Renaissance,815
Northern Renaissance,Bernard Van Orley,Northern Renaissance,63
Northern Renaissance,Bernhard Strigel,Northern Renaissance,32
Northern Renaissance,Cristovao de Figueiredo,Northern Renaissance,12
Northern Renaissance,Dirk Bouts,Northern Renaissance,43
Northern Renaissance,Geertgen tot Sint Jans,Northern Renaissance,16
Northern Renaissance,Gerard David,Northern Renaissance,50
Northern Renaissance,Gregorio Lopes,Northern Renaissance,15
Northern Renaissance,Hans Baldung,Northern Renaissance,97
Northern Renaissance,Hans Hoffmann,Northern Renaissance,17
Northern Renaissance,Hans Holbein the Elder,Gothic Art,51
Northern Renaissance,Hans Holbein the Younger,Northern Renaissance,150
Northern Renaissance,Hans Memling,Northern Renaissance,156
Northern Renaissance,Hieronymus Bosch,Northern Renaissance,158
Northern Renaissance,Hugo van der Goes,Northern Renaissance,32
Northern Renaissance,Jacques Daret,Northern Renaissance,6
Northern Renaissance,Jan Joest,Northern Renaissance,20
Northern Renaissance,Jan Provoost,Northern Renaissance,16
Northern Renaissance,Jan van Eyck,Northern Renaissance,50
Northern Renaissance,Jan van Hemessen,Northern Renaissance,30
Northern Renaissance,Jean Fouquet,Northern Renaissance,110
Northern Renaissance,Jean Hey,Northern Renaissance,20
Northern Renaissance,Jerg Ratgeb,Northern Renaissance,18
Northern Renaissance,Joachim Patinir,Northern Renaissance,22
Northern Renaissance,Joachim Wtewael,Northern Renaissance,24
Northern Renaissance,Justus van Gent,Northern Renaissance,53
Northern Renaissance,Konrad Witz,Northern Renaissance,19
Northern Renaissance,Lucas Cranach the Elder,Northern Renaissance,228
Northern Renaissance,M.C. Escher,Surrealism,1
Northern Renaissance,Maarten de Vos,Northern Renaissance,55
Northern Renaissance,Mabuse,Northern Renaissance,58
Northern Renaissance,Marinus van Reymerswaele,Northern Renaissance,2
Northern Renaissance,Martin Schongauer,Northern Renaissance,61
Northern Renaissance,Matthias Grünewald,Northern Renaissance,105
Northern Renaissance,Nicholas Hilliard,Northern Renaissance,15
Northern Renaissance,Petrus Christus,Northern Renaissance,23
Northern Renaissance,Pieter Aertsen,Northern Renaissance,16
Northern Renaissance,Pieter Bruegel the Elder,Northern Renaissance,64
Northern Renaissance,Pieter Brueghel the Younger,Northern Renaissance,81
Northern Renaissance,Quentin Matsys,Northern Renaissance,35
Northern Renaissance,Robert Campin,Northern Renaissance,34
Northern Renaissance,Rogier van der Weyden,Northern Renaissance,72
Northern Renaissance,Stefan Lochner,Gothic Art,5
Northern Renaissance,Tobias Verhaecht,Northern Renaissance,9
Nouveau Réalisme,Alina Szapocznikow,Surrealism,18
Nouveau Réalisme,Christo Coetzee,Art Informel,5
Nouveau Réalisme,Daniel Spoerri,Neo-Dada,11
Nouveau Réalisme,Herbert Zangs,Art Informel,6
Nouveau Réalisme,Jacques Villeglé,Lettrism,42
Nouveau Réalisme,Jaroslav Serpan,Surrealism,4
Nouveau Réalisme,Jean Tinguely,Kinetic art,20
Nouveau Réalisme,Jean-Pierre Raynaud,Minimalism,4
Nouveau Réalisme,Mario Schifano,Pop Art,5
Nouveau Réalisme,Martial Raysse,Pop Art,12
Nouveau Réalisme,Mimmo Rotella,Lettrism,25
Nouveau Réalisme,Ozdemir Atlan,Contemporary,3
Op Art,Abraham Palatnik,Kinetic art,27
Op Art,Adolf Fleischmann,Op Art,1
Op Art,Adrian Piper,Performance Art,1
Op Art,Al Held,Abstract Art,9
Op Art,Alberto Biasi,Op Art,18
Op Art,Almir Mavignier,Op Art,14
Op Art,Anni Albers,Constructivism,1
Op Art,Antonio Asis,Op Art,16
Op Art,Boris Bućan,Op Art,9
Op Art,Bridget Riley,Op Art,28
Op Art,Carlos Cruz-Diez,Kinetic art,14
Op Art,Charles Hinman,Post-Painterly Abstraction,12
Op Art,Chul Hyun Ahn,Op Art,10
Op Art,Claude Tousignant,Post-Painterly Abstraction,6
Op Art,Constantin Flondor,Abstract Art,6
Op Art,Dadamaino,Spatialism,10
Op Art,Dan Christensen,Abstract Expressionism,1
Op Art,Dieter Roth,Neo-Dada,8
Op Art,Edna Andrade,Op Art,17
Op Art,Eduardo Nery,Abstract Illusionism,33
Op Art,Enrico Castellani,Spatialism,3
Op Art,Eric Zammitt,Op Art,10
Op Art,Florin Maxa,Post-Minimalism,2
Op Art,Francois Morellet,Op Art,12
Op Art,Francois Rouan,Op Art,11
Op Art,Frank Stella,Post-Painterly Abstraction,6
Op Art,Gego,Op Art,18
Op Art,Gene Davis,Post-Painterly Abstraction,1
Op Art,Gerhard Richter,Abstract Art,7
Op Art,Gerhard von Graevenitz,Kinetic art,7
Op Art,Gianni Sarcone,Op Art,8
Op Art,Gil Nicolescu,Modernism,2
Op Art,Grazia Varisco,Kinetic art,8
Op Art,Gregorio Vardanega,Kinetic art,25
Op Art,György Kepes,Constructivism,4
Op Art,Hans Hinterreiter,Op Art,56
Op Art,Hedda Sterne,Surrealism,2
Op Art,Heinz Mack,Kinetic art,13
Op Art,Henryk Berlewi,Constructivism,3
Op Art,Horacio Garcia-Rossi,Kinetic art,17
Op Art,Howardena Pindell,Abstract Expressionism,1
Op Art,Ivan Serpa,Neo-Concretism,6
Op Art,Jesus Rafael Soto,Kinetic art,14
Op Art,Josef Albers,Abstract Art,20
Op Art,Julian Stanczak,Op Art,17
Op Art,Julio Le Parc,Kinetic art,22
Op Art,Konrad Lueg,Neo-Dada,11
Op Art,Leo Valledor,Abstract Expressionism,3
Op Art,Leo Villareal,Light and Space,5
Op Art,Lino Tagliapietra,Contemporary,52
Op Art,Lothar Charoux,Op Art,17
Op Art,Ludwig Wilding,Kinetic art,13
Op Art,Luis Sacilotto,Op Art,14
Op Art,Luis Tomasello,Kinetic art,17
Op Art,M.C. Escher,Surrealism,165
Op Art,Manfred Kuttner,Neo-Dada,10
Op Art,Marcel Barbeau,Abstract Art,3
Op Art,Marcel Duchamp,Dada,2
Op Art,Mario Ballocco,Op Art,9
Op Art,Mario Nigro,Op Art,10
Op Art,Markus Raetz,Op Art,1
Op Art,Martha Boto,Kinetic art,16
Op Art,Maruja Mallo,Magic Realism,3
Op Art,Mihai Olos,Conceptual Art,4
Op Art,Nalini Malani,Feminist Art,1
Op Art,Nassos Daphnis,Post-Painterly Abstraction,9
Op Art,Oleh Sokolov,Abstract Art,2
Op Art,Omar Rayo,Op Art,19
Op Art,Otto Piene,Kinetic art,1
Op Art,Paul Reed,Post-Painterly Abstraction,4
Op Art,Paweł Kluza,Contemporary,1
Op Art,Piero Dorazio,Post-Painterly Abstraction,14
Op Art,Pol Bury,Kinetic art,2
Op Art,Ronald Davis,Post-Painterly Abstraction,9
Op Art,Rubem Ludolf,Kinetic art,5
Op Art,Salvador Dali,Surrealism,3
Op Art,Samia Halaby,Abstract Expressionism,3
Op Art,Sol LeWitt,Conceptual Art,11
Op Art,Tadasky,Op Art,19
Op Art,Tess Jaray,Op Art,17
Op Art,Thomas Downing,Post-Painterly Abstraction,38
Op Art,Tony DeLap,Op Art,5
Op Art,Victor Bonato,Op Art,13
Op Art,Victor Vasarely,Op Art,33
Op Art,Walter Leblanc,Op Art,15
Op Art,Ward Jackson,Post-Painterly Abstraction,2
Op Art,Wen-Ying Tsai,Kinetic art,2
Op Art,Wojciech Fangor,Socialist Realism,10
Op Art,Yaacov Agam,Kinetic art,26
Orientalism,Achille Zo,Academic Art,3
Orientalism,Adolphe Yvon,Romanticism,1
Orientalism,Albert Aublet,Academic Art,1
Orientalism,Alexandre Cabanel,Academic Art,3
Orientalism,Alexandre-Gabriel Decamps,Romanticism,29
Orientalism,Alfred Dehodencq,Romanticism,46
Orientalism,Anders Zorn,Realism,3
Orientalism,Anita Malfatti,Modernismo,1
Orientalism,Anne-Louis Girodet,Romanticism,1
Orientalism,Antoine-Jean Gros,Neoclassicism,5
Orientalism,Arturo Michelena,Romanticism,2
Orientalism,Benjamin Constant,Romanticism,44
Orientalism,Carl Haag,Orientalism,15
Orientalism,Carl Spitzweg,Romanticism,2
Orientalism,Charles Gleyre,Romanticism,1
Orientalism,Charles Sprague Pearce,Academic Art,3
Orientalism,Charles-Andre van Loo (Carle van Loo),Rococo,7
Orientalism,Constantin Artachino,Impressionism,8
Orientalism,Cricorps,Impressionism,1
Orientalism,David Roberts,Romanticism,56
Orientalism,David Wilkie,Romanticism,3
Orientalism,Edwin Lord Weeks,Romanticism,105
Orientalism,Elizabeth Thompson,Romanticism,1
Orientalism,Enrico Nardi,Orientalism,3
Orientalism,Ernest Hébert,Romanticism,1
Orientalism,Ettore Tito,Academic Art,1
Orientalism,Eugene Delacroix,Romanticism,67
Orientalism,Eugène Girardet,Orientalism,1
Orientalism,Filippo Indoni,Romanticism,1
Orientalism,Francesc Masriera,Art Nouveau,2
Orientalism,Francesco Beda,Orientalism,2
Orientalism,Francesco Hayez,Romanticism,7
Orientalism,Francis Davis Millet,Academic Art,4
Orientalism,Francisc Sirato,Post-Impressionism,3
Orientalism,Franz Xaver Winterhalter,Neoclassicism,1
Orientalism,Frederic Leighton,Academic Art,2
Orientalism,Gabriel Ferrier,Romanticism,4
Orientalism,Gavin Hamilton,Neoclassicism,1
Orientalism,Gentile Bellini,Early Renaissance,5
Orientalism,Georges Rochegrosse,Orientalism,8
Orientalism,Gerda Wegener,Art Nouveau,6
Orientalism,Gerolamo Induno,Romanticism,3
Orientalism,Giovanni Bellini,High Renaissance,1
Orientalism,Giovanni Costa,Academic Art,4
Orientalism,Giulio Rosati,Orientalism,22
Orientalism,Gosta Adrian-Nilsson,Cubism,3
Orientalism,Grant Wood,Regionalism,1
Orientalism,Gustav Bauernfeind,Orientalism,18
Orientalism,Gustave Boulanger,Academic Art,6
Orientalism,Gustave-Claude-Etienne Courtois,Academic Art,2
Orientalism,Henri Matisse,Impressionism,13
Orientalism,Henri Regnault,Romanticism,4
Orientalism,Henri-Pierre Picou,Academic Art,1
Orientalism,Herbert Gustave Schmalz (Herbert Carmichael),Romanticism,1
Orientalism,Hermann David Salomon Corrodi,Romanticism,13
Orientalism,Honore Daumier,Realism,1
Orientalism,Horace Vernet,Romanticism,12
Orientalism,Ilya Repin,Realism,5
Orientalism,Iosif Iser,Expressionism,13
Orientalism,Ippolito Caffi,Realism,1
