artist,Nationality,PaintingSchool,ArtMovement,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,FirstYear,LastYear,Places,PlacesYears,StylesYears,StylesCount,PlacesCount,Contemporary,Type
Edith Vonnegut,American,,{Naïve Art (Primitivism):20},,,,,,,,,,,{Naïve Art (Primitivism):20},,,
Oliver B Johnson Jr,,,,,,,,,,,,,,,,,
Alison Wilding,British,New British Sculpture,{Post-Minimalism:10},,,,,,1983.0,2001.0,,,Post-Minimalism:1983-2001,{Post-Minimalism:10},,Yes,
Hiroshi Sugimoto,Japanese,,{Minimalism:15},"Marcel Duchamp,Dada,Surrealism,",,,,,1978.0,1997.0,,,"Minimalism:1990-1997,Conceptual Art:1978-1993","{Minimalism:11}, {Conceptual Art:4}",,,
Gregg Renfrow,American,,{Light and Space:12},,,,,,1985.0,2011.0,,,Light and Space:1985-2011,{Light and Space:12},,Yes,
Godfrey Blow,"British,Australian",,{Stuckism:15},,,,,,1986.0,2004.0,,,Stuckism:1986-2004,{Stuckism:15},,Yes,
Juliao Sarmento,Portuguese,,{Conceptual Art:11},,,,,,1976.0,2007.0,,,Conceptual Art:1976-2007,{Conceptual Art:11},,Yes,
Fernando Calhau,Portuguese,,{Minimalism:14},,,,,,1967.0,2002.0,,,"Minimalism:1967-2002,Conceptual Art:1975-1996","{Minimalism:10}, {Spatialism:3}, {Conceptual Art:3}",,Yes,
Bracha L Ettinger,"French,Jewish,Israeli",,{New European Painting:21},,,,,,1991.0,2009.0,,,New European Painting:1991-2009,{New European Painting:21},,Yes,
Luciano Bartolini,Italian,Nuovi-Nuovi,{Contemporary:45},,,,,,1973.0,1992.0,,,"Spatialism:1987-1987,Minimalism:1974-1974,Art Informel:1973-1992","{Spatialism:2}, {Minimalism:2}, {Art Informel:41}",,,
Eric Fischl,American,,"{Neo-Expressionism,Contemporary Realism:80}","Lucian Freud,",,,,,1978.0,2009.0,,,"Contemporary Realism:1980-2009,Neo-Expressionism:1978-2001","{Contemporary Realism:74}, {Neo-Expressionism:6}",,Yes,
Rudolf De Crignis,"American,Swiss",Radical Painting Group,"{Minimalism,Neo-Minimalism (Neo-Geo):24}",,,,,,1991.0,2006.0,,,Minimalism:1991-2006,{Minimalism:24},,Yes,
Hiro Yamagata,Japanese,,{Pop Art:101},,,,,,1977.0,1998.0,,,Pop Art:1977-1998,{Pop Art:101},,,
Stephen Mueller,American,,{Abstract Expressionism:10},,,,,,1970.0,2011.0,,,"Abstract Expressionism:1970-2011,Lyrical Abstraction:1970-1971","{Abstract Expressionism:10}, {Lyrical Abstraction:2}",,Yes,
Ben Vollers,Dutch,,,,,,,,2000.0,2000.0,,,Abstract Expressionism:2000-2000,"{Abstract Art:4}, {Abstract Expressionism:10}, {Naïve Art (Primitivism):3}, {Graffiti Art:2}, {Action painting:1}, {Figurative Expressionism:1}",,Yes,
Jurgen Partenheimer,German,,"{Conceptual Art,Post-Minimalism:15}",,,,,,1987.0,2012.0,,,"Abstract Expressionism:1987-2012,Minimalism:1995-2008,Conceptual Art:2008-2008","{Abstract Expressionism:12}, {Minimalism:4}, {Conceptual Art:1}",,Yes,
Boris Bucan,Croatian,,"{Pop Art,Op Art:20}",,,,,,1972.0,1990.0,,,"Op Art:1972-1990,Expressionism:1990-1990,Pop Art:1972-1990","{Op Art:12}, {Expressionism:6}, {Pop Art:7}",,,
Brian Froud,British,,{Fantasy Art:12},"Artists2/Brian Froud/Dreamweaver.jpg,Artists2/Brian Froud/Hestia 1998.jpg,",,,,,,,,,,{Fantasy Art:12},,,
Harriet Korman,American,,{Post-Painterly Abstraction:11},,,,,,1979.0,2011.0,,,Post-Painterly Abstraction:1979-2011,{Post-Painterly Abstraction:11},,Yes,
Alice Aycock,American,,"{Post-Minimalism,Environmental Art:15}",,,,"Robert Morris,",,1971.0,2008.0,,,"Post-Minimalism:1971-2008,Environmental (Land) Art:1972-2007","{Post-Minimalism:13}, {Environmental (Land) Art:3}",,Yes,
Yifei Chen,Chinese,,"{People's Republic of China (1949-present),Kitsch,Photorealism (Super-Realism, Hyper-Realism):12}",,,,,,1979.0,2004.0,,,"Kitsch:1980-1990,Photorealism:1979-2004","{Kitsch:8}, {Photorealism:5}",,Yes,
Requena Nozal,Spanish,,"{Tachisme,Abstract Expressionism:34}",,,,,,2015.0,2017.0,,,"Abstract Expressionism:2015-2017,Abstract Art:2017-2017","{Abstract Expressionism:32}, {Abstract Art:2}",,Yes,
Tiberiy Szilvashi,Ukrainian,"New Wave,Picturesque sanctuary","{Abstract Art,Contemporary,Soviet Nonconformist Art:51}",,,,,,1994.0,2012.0,,,Abstract Art:1994-2012,{Abstract Art:51},,Yes,
Douglas Abdell,American,,,,,,,,1980.0,2004.0,,,"Conceptual Art:1986-2004,Abstract Art:1980-1986","{Conceptual Art:22}, {Abstract Art:20}, {Transavantgarde:6}",,Yes,
Ronnie Landfield,American,,"{Abstract Expressionism,Post-Painterly Abstraction:150}",,,,,,1963.0,2000.0,,,"Color Field Painting:1966-1989,Lyrical Abstraction:1967-2000,Abstract Expressionism:1963-1992,Hard Edge Painting:1965-1990,Post-Impressionism:1984-1984,Fauvism:1973-1973,Minimalism:1966-1967","{Color Field Painting:38}, {Lyrical Abstraction:87}, {Abstract Expressionism:33}, {Hard Edge Painting:3}, {Post-Impressionism:3}, {Fauvism:2}, {Minimalism:6}",,Yes,
Kit Williams,British,,{Surrealism:29},"birds,swallows,lonely figures,animals,cows,horsemen,angels-and-archangels,furniture-and-decoration,leisure-and-sleep,games-and-sport,animals,allegories-and-symbols,horsemen,flying,flowers-and-plants,fields-and-plains,female-nude,rivers-and-waterfalls,countryside,washing-and-laundry,characters-and-emotions,female-nude,male-nude,flying,flowers-and-plants,mealtimes,musical-instruments,animals,games-and-sport,pictures-and-drafts,food-and-beverages,characters-and-emotions,animals,allegories-and-symbols,pigs,female-portraits,birds,bathing-and-swimming,female-nude,couples,male-nude,tigers,birds,ducks,animals,flowers-and-plants,children,Flora,leisure-and-sleep,birds,characters-and-emotions,crows,flowers-and-plants,characters-and-emotions,birds,roads-and-vehicles,female-nude,animals,flowers-and-plants,hares,butterflies,birds,children,flowers-and-plants,birds,furniture-and-decoration,crows,characters-and-emotions,hares,flying,",,,,"Artists2/Kit Williams/Watching The Swallows Go 1979.jpg,Artists2/Kit Williams/Triptych 1979.jpg,Artists2/Kit Williams/The Princess And The Pea 1979.jpg,Artists2/Kit Williams/Swing 1979.jpg,Artists2/Kit Williams/Song Of Summer 1979.jpg,Artists2/Kit Williams/Salamander 1979.jpg,Artists2/Kit Williams/Riverbank 1979.jpg,Artists2/Kit Williams/Reflection 1979.jpg,Artists2/Kit Williams/Patterned Plate 1979.jpg,Artists2/Kit Williams/Patience And The Passing Of Time 1979.jpg,Artists2/Kit Williams/Orrery 1979.jpg,Artists2/Kit Williams/Once And Future King 1979.jpg,Artists2/Kit Williams/No Ball 1979.jpg,Artists2/Kit Williams/Musca Domestica 1979.jpg,Artists2/Kit Williams/Mistle Toe Oak 1979.jpg,Artists2/Kit Williams/Life Boat Girl 1979.jpg,Artists2/Kit Williams/Juliet 1979.jpg,Artists2/Kit Williams/In The Garden 1979.jpg,Artists2/Kit Williams/Impudent Encounter 1979.jpg,Artists2/Kit Williams/Hedgehog 1979.jpg,Artists2/Kit Williams/Flora 1979.jpg,Artists2/Kit Williams/Firmament 1979.jpg,Artists2/Kit Williams/Eucharist 1979.jpg,Artists2/Kit Williams/Distress Call 1979.jpg,Artists2/Kit Williams/Brown Hairstreak 1979.jpg,Artists2/Kit Williams/Birdcage 1979.jpg,Artists2/Kit Williams/Badger 1979.jpg,Artists2/Kit Williams/Annunciation 1979.jpg,Artists2/Kit Williams/Advancing Ripe Harvest 1979.jpg,",,,,,,{Surrealism:29},,,
Sorin Dumitrescu,Romanian,,{Neo-Orthodoxism:30},,,,,,1975.0,1982.0,,,"Surrealism:1978-1982,Fantastic Realism:1975-1982","{Surrealism:20}, {Fantastic Realism:26}",,,
Nabil Kanso,American,,{Neo-Expressionism:9},"Othello,Desdemona,William-Shakespeare-""Othello"",Johann-Wolfgang-von-Goethe-""Faust"",Faust,Mephistopheles,Marguerite,Place des Martyres,Evening - Place des Martyres,",,,,"Artists2/Nabil Kanso/Othello Desdemona 1985.jpg,Artists2/Nabil Kanso/Encounter 1976.jpg,",1988.0,1988.0,,,Neo-Expressionism:1988-1988,"{Neo-Expressionism:9}, {Figurative Expressionism:4}",,,
Gary Wragg,British,,"{Abstract Expressionism,Provisional Painting (New Casualism):10}",,,,,,1968.0,2011.0,,,"New Casualism:2005-2011,Abstract Expressionism:1976-1996,Color Field Painting:1968-1968,Pop Art:1968-1968","{New Casualism:2}, {Abstract Expressionism:7}, {Color Field Painting:1}, {Pop Art:1}",,Yes,
Laurel Burch,American,,,,,,,,1987.0,1990.0,,,,,,,
Jorg Immendorff,German,Neue Wilde,{Neo-Expressionism:18},,,,,,1983.0,1998.0,,,Neo-Expressionism:1983-1998,{Neo-Expressionism:18},,,
Arturo Rivera,,,{Realism:4},,,,,,1991.0,2011.0,,,,,,Yes,
Ion Pantilie,Romanian,,{Neo-Orthodoxism:10},,,,,,1976.0,2007.0,,,Post-Minimalism:1976-2007,{Post-Minimalism:10},,Yes,
Ian Bent,Australian,,"{Contemporary Realism,Surrealism:7}",,,,,"Jeffrey Smart,",1970.0,1980.0,,,"Contemporary Realism:1970-1980,Hyper-Realism:1979-1980","{Post-Painterly Abstraction:1}, {Contemporary Realism:6}, {Hyper-Realism:3}",,,
Mary Corse,American,,{Light and Space:15},,,,,,1964.0,1978.0,,,Light and Space:1964-1978,{Light and Space:15},,No,
John Hilliard,British,,{Conceptual Art:10},,,,,,1970.0,2005.0,,,Conceptual Art:1970-2005,{Conceptual Art:10},,Yes,
Susan Rothenberg,American,,{New Image Painting:15},,,,,,1974.0,2003.0,,,Neo-Expressionism:1974-2003,{Neo-Expressionism:15},,Yes,
Antonio Palolo,Portuguese,,"{Neo-Expressionism,Pop Art:35}",,,,,,1963.0,1994.0,,,"Color Field Painting:1972-1994,Neo-Expressionism:1983-1988,Art Informel:1963-1992,Pop Art:1964-1971","{Color Field Painting:11}, {Neo-Expressionism:11}, {Art Informel:4}, {Pop Art:10}",,,
Richard Whitney,American,,{Contemporary Realism:35},,,,,,1973.0,1973.0,,,Contemporary Realism:1973-1973,{Contemporary Realism:35},,No,
Louis Cane,French,Supports/Surfaces,{Post-Painterly Abstraction:17},,,,,,1967.0,1991.0,,,Color Field Painting:1967-1991,{Color Field Painting:17},,,
Helmut Federle,Swiss,,{Neo-Minimalism (Neo-Geo):11},"Mark Rothko,",,,,,1980.0,2012.0,,,Neo-Minimalism:1980-2012,{Neo-Minimalism:11},,Yes,
Claudio Tozzi,Brazilian,,{Pop Art:13},,,,,,1966.0,1993.0,,,Pop Art:1966-1993,{Pop Art:13},,,
Allan Mccollum,American,,{Conceptual Art:20},,,,,,1970.0,2006.0,"NY, New York City, US","New York City:1987-1991,NY:1987-1991,US:1987-1991",Conceptual Art:1970-2006,{Conceptual Art:20},"{New York City:1},{NY:1},{US:1}",Yes,
Guity Novin,Iranian,,{Expressionism:3},,,,,,,,,,,"{Expressionism:3}, {Cubism:1}",,,
Nicolae Maniu,Romanian,,"{Magic Realism,Pittura Colta:19}",,,,,,1974.0,2003.0,,,Magic Realism:1974-2003,{Magic Realism:19},,Yes,
Ion Grigorescu,Romanian,Prolog Group,"{Performance Art,Neo-Orthodoxism:2}",,,,,,1977.0,1978.0,,,Conceptual Art:1977-1978,{Conceptual Art:2},,No,
Michael Sowa,German,,{Surrealism:51},,,,,,,,,,,{Surrealism:51},,,
Costas Niarchos,Greek,,{Expressionism:22},,,,,,,,,,,{Expressionism:22},,,
Aki Kuroda,Japanese,,{Contemporary:22},,,,,,1975.0,2012.0,,,"Abstract Expressionism:1979-2012,Pop Art:2007-2008,Conceptual Art:1975-2006","{Abstract Expressionism:18}, {Pop Art:2}, {Conceptual Art:2}",,Yes,
Marko Pogacnik,Slovenian,,"{Pop Art,Conceptual Art,Environmental Art:23}",,,,,,1965.0,1965.0,,,"Conceptual Art:1965-1965,Minimalism:1965-1965","{Conceptual Art:6}, {Pop Art:15}, {Minimalism:6}, {Environmental (Land) Art:1}",,No,
Twins Seven Seven,Nigerian,Osogbo School,{Naïve Art (Primitivism):30},,,,,,1978.0,2010.0,,,Naïve Art (Primitivism):1978-2010,{Naïve Art (Primitivism):30},,Yes,
Odd Nerdrum,Norwegian,,{Kitsch:114},"Rembrandt,Caravaggio,",,,"Joseph Beuys,",,1968.0,2008.0,"Oslo, Norway","Oslo:1973-1978,Norway:1973-1978","Neo-baroque:1968-2008,Contemporary Realism:1968-1979,Kitsch:1981-1999","{Neo-baroque:103}, {Contemporary Realism:12}, {Kitsch:13}","{Oslo:2},{Norway:2}",Yes,
Harmony Hammond,American,,"{Feminist Art,Post-Minimalism:15}",,,,,,1971.0,2013.0,,,"Post-Minimalism:1971-2013,Feminist Art:1984-1984","{Post-Minimalism:15}, {Feminist Art:1}",,Yes,
Hassan Massoudy,"French,Iraqi",,{Contemporary:19},,,,,,1996.0,2011.0,,,Abstract Expressionism:1996-2011,{Abstract Expressionism:19},,Yes,
Li Huasheng,Chinese,,"{Maximalism,Republic of China (1912–1949):15}",,,,,,1981.0,2006.0,,,"Maximalism:1999-2006,Ink and wash painting:1981-1997","{Maximalism:8}, {Ink and wash painting:7}",,Yes,
Alexander Shilov,Russian,,{Kitsch:26},,,,,,1972.0,1997.0,,,"Kitsch:1972-1997,Romanticism:1972-1997","{Kitsch:26}, {Romanticism:26}",,,
Vladimir Loboda,Ukrainian,,{Soviet Nonconformist Art:28},,,,,,1970.0,2010.0,,,"Cubism:1971-1990,Expressionism:1970-2010,Fauvism:1981-1981,Abstract Art:2005-2005,Naïve Art (Primitivism):2001-2001,Suprematism:1971-1971","{Neo-Expressionism:6}, {Cubism:3}, {Expressionism:9}, {Fauvism:1}, {Abstract Art:1}, {Naïve Art (Primitivism):1}, {Suprematism:1}",,Yes,
Lubo Kristek In Landsberg,Czech,,"{Avant-garde,Surrealism,Performance Art:9}","Spaziergang mit dem neurotischen Fuchs,",,,,,1975.0,2010.0,,,"Conceptual Art:2007-2010,Surrealism:1975-2003","{Conceptual Art:2}, {Surrealism:6}",,Yes,
Francois Rouan,French,Supports/Surfaces,{Op Art:11},,,,,,1971.0,2010.0,,,Op Art:1971-2010,{Op Art:11},,Yes,
Fred Sandback,American,,"{Conceptual Art,Minimalism:16}",,,,,,1968.0,1986.0,,,Minimalism:1968-1986,{Minimalism:16},,,
Mel Ramsden,British,Art & Language,{Conceptual Art:5},"Artists2/Mel Ramsden/Six Negatives Collaboration With Ian Burn 1969.jpg,",,,,,1966.0,1968.0,"Sydney, Australia","Sydney:1967-1968,Australia:1967-1968",Conceptual Art:1966-1968,{Conceptual Art:5},"{Sydney:1},{Australia:1}",No,
Lothar Baumgarten,"American,German",,{Conceptual Art:10},,,,,,1968.0,2005.0,,,Conceptual Art:1968-2005,{Conceptual Art:10},,Yes,
Martha Diamond,American,,{Neo-Expressionism:10},,,,,,1980.0,1996.0,,,Neo-Expressionism:1980-1996,{Neo-Expressionism:10},,,
Olivier Mosset,Swiss,"BMPT,Radical Painting Group","{Conceptual Art,Minimalism:17}",,,,,,1966.0,2010.0,,,"Minimalism:1970-2010,Conceptual Art:1966-2005,Hard Edge Painting:1975-1993","{Minimalism:15}, {Conceptual Art:3}, {Hard Edge Painting:5}",,Yes,
Kishio Suga,Japanese,Mono-ha,"{Minimalism,Post-Minimalism:12}",,,,,,1970.0,2012.0,,,"Post-Minimalism:1970-2012,Minimalism:1974-1975","{Post-Minimalism:8}, {Minimalism:4}",,Yes,
Soledad Sevilla,Spanish,,{Post-Painterly Abstraction:35},,,,,,1969.0,2006.0,,,"Op Art:1969-1980,Post-Painterly Abstraction:1969-2006","{Op Art:20}, {Post-Painterly Abstraction:14}, {Lyrical Abstraction:4}",,Yes,
Morteza Katouzian,Iranians,,{Contemporary Realism:54},,,,,,1983.0,1983.0,,,Contemporary Realism:1983-1983,"{Realism:39}, {Surrealism:5}, {Contemporary Realism:13}",,,
Octavio Ocampo,Mexican,,{Surrealism:36},,,,,,,,,,,{Surrealism:36},,,
Robert Williams,American,,{Lowbrow Art:24},,,,,,1970.0,2000.0,,,Lowbrow Art:1970-2000,{Lowbrow Art:24},,Yes,
Valentin Khrushch,Ukrainian,,"{Avant-garde,Expressionism,Abstract Art:4}",,,,,,1970.0,1970.0,,,"Abstract Expressionism:1970-1970,Expressionism:1970-1970","{Figurative Expressionism:2}, {Metaphysical art:1}, {New Realism:1}, {Expressionism:2}, {Abstract Expressionism:1}",,No,
Florin Maxa,Romanian,,{Post-Minimalism:16},,,,,,1965.0,1980.0,,,"Post-Minimalism:1973-1980,Cyber Art:1973-1973,Op Art:1973-1973,Pop Art:1972-1972,Minimalism:1969-1969,Art Informel:1965-1967","{Post-Minimalism:10}, {Cyber Art:2}, {Op Art:2}, {Pop Art:1}, {Minimalism:1}, {Art Informel:2}",,,
Laddie John Dill,American,,{Light and Space:19},,,,,,1970.0,2012.0,,,Light and Space:1970-2012,{Light and Space:19},,Yes,
Ron Cooper,American,,{Light and Space:10},,,,,,1968.0,2012.0,,,Light and Space:1968-2012,{Light and Space:10},,Yes,
Joseph Marioni,American,Radical Painting Group,"{Post-Painterly Abstraction,Minimalism:16}",,,,,,1970.0,2008.0,,,Color Field Painting:1970-2008,{Color Field Painting:16},,Yes,
Barton Lidice Benes,American,,{Conceptual Art:17},,,,,,1979.0,2011.0,,,Conceptual Art:1979-2011,{Conceptual Art:17},,Yes,
Sorin Ilfoveanu,Romanian,,{Contemporary:17},,,,,,1981.0,2009.0,,,"Surrealism:1993-2009,Expressionism:1981-1986","{Surrealism:15}, {Expressionism:2}",,Yes,
Bas Jan Ader,Dutch,,{Conceptual Art:10},,,,,,1970.0,1974.0,,,Conceptual Art:1970-1974,{Conceptual Art:10},,No,
Yu Youhan,Chinese,Political Pop,"{Pop Art,Maximalism:30}",,,,,,1988.0,2008.0,,,"Maximalism:1991-2003,Pop Art:1988-2008,Op Art:2006-2006,Neoplasticism:1999-1999","{Maximalism:7}, {Pop Art:25}, {Op Art:1}, {Neoplasticism:1}",,Yes,
Blinky Palermo,German,,{Abstract Expressionism:23},,,,"Joseph Beuys,","Gerhard Richter,",1964.0,1977.0,,,"Color Field Painting:1964-1969,Abstract Expressionism:1964-1977,Minimalism:1969-1973","{Color Field Painting:4}, {Abstract Expressionism:15}, {Minimalism:5}",,No,
Joyce Kozloff,American,,"{Feminist Art,P&D (Pattern and Decoration):56}",,,,,,1970.0,2006.0,,,"Cartographic Art:1994-2006,Feminist Art:1986-2006,P&D (Pattern and Decoration):1970-2004","{Cartographic Art:17}, {Feminist Art:7}, {P&D (Pattern and Decoration):38}",,Yes,
Dan Christensen,American,,"{Abstract Expressionism,Post-Painterly Abstraction:45}",,,,,,1966.0,2006.0,,,"Color Field Painting:1968-2006,Abstract Expressionism:1967-2004,Lyrical Abstraction:1979-2001,Hard Edge Painting:1970-1970,Op Art:1966-1966","{Color Field Painting:15}, {Abstract Expressionism:33}, {Lyrical Abstraction:19}, {Hard Edge Painting:2}, {Op Art:1}",,Yes,
Konstantin Vasilyev,Russian,,{Symbolism:74},,,,,,1963.0,1974.0,,,"Symbolism:1964-1973,Contemporary Realism:1974-1974,Surrealism:1963-1963","{Symbolism:61}, {Contemporary Realism:7}, {Realism:1}, {Surrealism:4}, {Cubism:1}",,No,
Stefan Caltia,Romanian,,{Magic Realism:43},,,,,,1978.0,2008.0,,,Magic Realism:1978-2008,{Magic Realism:43},,Yes,
Wojciech Siudmak,Polish,,{Surrealism:162},,,,,,,,,,,{Fantastic Realism:162},,,
Graca Morais,Portuguese,Puzzle Group,{Neo-Expressionism:20},,,,,,1987.0,2001.0,,,Neo-Expressionism:1987-2001,{Neo-Expressionism:19},,Yes,
Gunter Umberg,German,Radical Painting Group,{Minimalism:10},,,,,,1977.0,2014.0,,,Minimalism:1977-2014,{Minimalism:10},,Yes,
Ivan Tovar,"French,Dominican",,{Surrealism:13},,,,,,1966.0,1993.0,,,Surrealism:1966-1993,{Surrealism:13},,,
Piero Gilardi,Italian,,"{Arte Povera,CyberArt:15}",,,,,,1963.0,2009.0,,,Post-Minimalism:1963-2009,{Post-Minimalism:15},,Yes,
Daan Lemaire,Dutch,,,,,,,,2011.0,2011.0,,,Abstract Expressionism:2011-2011,{Abstract Expressionism:15},,Yes,
Nobuo Sekine,Japanese,Mono-ha,"{Post-Minimalism,Environmental Art:10}","Artists2/Nobuo Sekine/Phase Mother Earth 2008.jpg,",,,,,1968.0,2012.0,,,"Post-Minimalism:1968-2012,Environmental (Land) Art:1968-1968,Minimalism:1969-2005","{Post-Minimalism:8}, {Environmental (Land) Art:1}, {Minimalism:1}",,Yes,
Daniel Dezeuze,French,Supports/Surfaces,{Conceptual Art:20},,,,,,1967.0,2009.0,,,"Conceptual Art:1967-2009,Minimalism:1967-2009,Art Informel:1979-1986","{Conceptual Art:7}, {Minimalism:16}, {Art Informel:2}",,Yes,
Vigen Vartanov,,,,"56 x 38 cm,44 x 52 cm,59 x 42 cm,Artists2/Vigen Vartanov/Untitled 1992.jpg,53 x 57 cm,58 x 52 cm,40 x 60 cm,62 x 54 cm,50 x 38 cm,30 x 30 cm,37 x 37 cm,",,,,,1977.0,1979.0,,,,{Surrealism:2},,No,
Jacqueline Winsor,"American,Canadian",,{Post-Minimalism:10},,,,,,1970.0,1987.0,,,Post-Minimalism:1970-1987,{Post-Minimalism:10},,,
Markus Raetz,Swiss,,"{Op Art,Conceptual Art:14}",,,,,,1979.0,2007.0,,,"Conceptual Art:1979-2007,Op Art:1979-1979","{Conceptual Art:13}, {Op Art:1}",,Yes,
Jahar Dasgupta,Indian,,{Contemporary:26},,,,,,2002.0,2008.0,,,Fantastic Realism:2002-2008,{Fantastic Realism:21},,Yes,
Silviu Oravitzan,Romanian,,{Neo-Orthodoxism:21},,,,,,1998.0,1999.0,,,Neo-Orthodoxism:1998-1999,{Neo-Orthodoxism:21},,,
Hanne Darboven,German,,"{Conceptual Art,Minimalism:15}",,,,,,1968.0,2007.0,"London, UK","London:1975-1975,UK:1975-1975",Conceptual Art:1968-2007,{Conceptual Art:15},"{London:1},{UK:1}",Yes,
Fred Eversley,American,,{Light and Space:13},,,,,,1967.0,1978.0,,,Light and Space:1967-1978,{Light and Space:12},,No,
Robert Swain,American,Park Place,"{Post-Painterly Abstraction,Minimalism:10}",,,,,,1967.0,1995.0,,,Post-Painterly Abstraction:1967-1995,{Post-Painterly Abstraction:10},,,
Ken Danby,Canadian,,"{Photorealism (Super-Realism, Hyper-Realism):15}",,,,,,1963.0,1978.0,,,Photorealism:1963-1978,{Photorealism:15},,No,
Jennifer Bartlett,American,,{New Image Painting:22},,,,,,1972.0,2005.0,,,,,,Yes,
Chronis Botsoglou,Greek,,{Expressionism:49},,,,,,1941.0,1998.0,,,Expressionism:1941-1998,{Expressionism:49},,,
Pat Lipsky,American,,"{Abstract Expressionism,Post-Painterly Abstraction:30}",,,,,,1969.0,2007.0,,,"Hard Edge Painting:1975-2007,Minimalism:1974-1999,Color Field Painting:1970-1981,Abstract Expressionism:1973-1980,Lyrical Abstraction:1969-1970","{Hard Edge Painting:14}, {Minimalism:4}, {Color Field Painting:2}, {Abstract Expressionism:3}, {Lyrical Abstraction:7}",,Yes,
Aydin Aghdashloo,Iranians,,"{Neo-Expressionism,Contemporary Realism,Neo-Pop Art:39}",,,,,,1960.0,2010.0,,,"Neo-Expressionism:1984-2000,Contemporary Realism:1980-1990,Surrealism:1988-1988,Neo-Pop Art:1980-2004,Safavid Period:1980-1980","{Neo-Expressionism:7}, {Contemporary Realism:7}, {Surrealism:1}, {Neo-Pop Art:5}, {Safavid Period:1}",,Yes,
Abbas Kiarostami,Iranian,,{Contemporary:44},,,,,,2006.0,2010.0,,,Photorealism:2006-2006,"{Conceptual Art:1}, {Photorealism:1}",,Yes,
Mihai Olos,Romanian,,"{Abstract Art,Conceptual Art:16}",,,,,,,,,,,,,,
H R Giger,Swiss,,{Surrealism:13},,,,,,1969.0,1993.0,,,Fantastic Realism:1969-1993,{Fantastic Realism:13},,,
Kathleen Petyarre,Australian,,{Native Art:10},,,,,,1996.0,2008.0,,,Native Art:1996-2008,{Native Art:10},,Yes,
Phil Sims,American,Radical Painting Group,{Minimalism:15},,,,,,1982.0,2008.0,,,Minimalism:1982-2008,{Minimalism:13},,Yes,
Jimmie Durham,American,,{Neo-Dada:19},,,,,,1986.0,2009.0,,,Neo-Dada:1986-2009,{Neo-Dada:19},,Yes,
Paolo Scheggi,Italian,,{Spatialism:27},,,,,,1959.0,1969.0,,,"Spatialism:1964-1969,Art Informel:1959-1960","{Spatialism:17}, {Art Informel:10}",,No,
Ian Burn,Australian,Art & Language,{Conceptual Art:10},,,,,,1966.0,1993.0,,,"Conceptual Art:1967-1993,Color Field Painting:1966-1967","{Conceptual Art:8}, {Color Field Painting:2}",,,
Jose De Guimaraes,Portuguese,,{Pop Art:18},,,,,,1968.0,1994.0,,,Pop Art:1968-1994,{Pop Art:18},,,
Pino Daeni,"Italian,American",,{Impressionism:6},"Pre-Raphaelite Brotherhood,Macchiaioli,John Singer Sargent,Joaquín Sorolla,Giovanni Boldini,",,,,,,,,,,{Impressionism:6},,,
William Eggleston,American,,,,,,,,1969.0,1973.0,,,,,,No,
Bill Bollinger,American,,{Post-Minimalism:12},,,,,,1966.0,1973.0,,,"Post-Minimalism:1966-1973,Conceptual Art:1970-1970","{Post-Minimalism:12}, {Conceptual Art:2}",,No,
Jean Pierre Raynaud,French,,"{Nouveau Réalisme,Minimalism:10}",,,,,,1966.0,2011.0,,,"Nouveau Réalisme:1966-2011,Minimalism:1974-1990","{Nouveau Réalisme:4}, {Minimalism:6}",,Yes,
Dieter Asmus,German,Zebra group,{Pop Art:16},,,,,,1967.0,1983.0,,,Pop Art:1967-1983,{Pop Art:16},,,
Andre Pierre Arnal,French,Supports/Surfaces,"{Art Informel,Contemporary:58}",,,,,,1971.0,2008.0,"Paris, France","Paris:1975-1975,France:1975-1975","Color Field Painting:1971-1975,Art Informel:1989-2008,Conceptual Art:1975-1975,Minimalism:1972-1972","{Color Field Painting:9}, {Art Informel:48}, {Cartographic Art:6}, {Conceptual Art:1}, {Minimalism:1}","{Paris:1},{France:1}",Yes,
Gerard Fromanger,French,,{Pop Art:27},,,,,,1965.0,2007.0,,,"Pop Art:1965-2007,Conceptual Art:1966-1968","{Pop Art:26}, {Conceptual Art:4}",,Yes,
Alvaro Lapa,Portuguese,,{Abstract Expressionism:22},,,,,,1967.0,1990.0,,,Abstract Expressionism:1967-1990,{Abstract Expressionism:22},,,
Franz Erhard Walther,German,,"{Neo-Dada,Post-Minimalism:35}",,,,,,1958.0,1987.0,,,"Post-Minimalism:1964-1987,Neo-Dada:1958-1979,Environmental (Land) Art:1975-1975","{Post-Minimalism:22}, {Neo-Dada:21}, {Environmental (Land) Art:1}",,,
Brett Whiteley,Australian,,{Neo-Expressionism:43},,,,,,1960.0,1989.0,,,"Neo-Expressionism:1964-1976,Surrealism:1969-1989,Neo-Figurative Art:1964-1988,Fauvism:1976-1987,Cubism:1980-1984,Pop Art:1982-1982,Abstract Expressionism:1960-1973,Rayonism:1972-1972","{Neo-Expressionism:7}, {Neo-Dada:1}, {Surrealism:9}, {Neo-Figurative Art:7}, {Fauvism:2}, {Cubism:2}, {Pop Art:1}, {Abstract Expressionism:7}, {Rayonism:1}",,,
Akkitham Narayanan,Indian,,{Abstract Art:17},,,,,,1974.0,1974.0,,,Abstract Art:1974-1974,{Abstract Art:17},,No,
